id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
3474267,Archived,Trash/Debris (Private Property),"Looking upon 542 N.W. 37th PL from the street, (facing north), are visible  two mattresses left out to the elements, located between the house and a trailer on the right side, (east), of the building.
     On the left side, (west), of the building are overflowing recycling and trash receptacles.  The garbage has spilled out of the containers and onto the ground.  This is a attractive to rodents, raccoons and other vermin.
    In the backyard, visible to the neighbors, is more vermin attracting debris located behind the trailer next to the house.
    Also in the backyard is located a shed with debris left out to the elements, (and rodents, raccoons and vermin), on the right side of the building.  Additionally bulging forth from the open shed doors, is more debris located within the shed, a rodent, raccoon and vermin attraction.",2017-06-08 11:23:00,2017-06-09 16:53:00,29.5,0,29.6869993,-82.3305192,542 NW 37TH PL
3482331,Archived,Grass (Overgrown),And dead tree near street,2017-06-12 12:26:00,2017-06-16 09:44:00,93.3,1,29.69417,-82.363265,4329 NW27TH TERR
3486419,Archived,Tree/Limbs (Public Property),The tree fell last yeard durring huricane and has not been removed and yard is overgrown,2017-06-13 16:29:00,2017-06-14 15:12:00,22.716666666666665,0,29.6641698,-82.3498335,2031 NW 14TH AVE
3499043,Archived,Other,,2017-06-19 12:30:00,2017-06-19 12:47:00,0.2833333333333333,0,29.6607574,-82.3147905,NE 10TH AVE AND NE 9TH ST
3517708,Archived,Mosquito Control,,2017-06-26 23:43:00,2017-06-27 08:02:00,8.316666666666666,0,29.6618480682373,-82.3197174072266,1014-1040 NE 5 TERR
3519303,Archived,Vehicle (Abandoned/Non-Operational),Black dodge truck has not moved since the 1st time it was reported months ago.  It is clearly being used as a storage unit.  It is parked across from 536 NW 31st - but belongs to the people who live at 555 NW 31st Ave.,2017-06-27 14:10:00,2017-06-28 09:58:00,19.8,0,29.6881561180314,-82.3223845273357,536 NW 31ST AVE
3523552,Archived,Building (Abandoned/Damaged),The owner at 1220 NW 7th St. died over 2 years ago. The house has been vacant ever since.,2017-06-28 21:10:00,2017-06-29 08:25:00,11.25,0,29.663597,-82.332246,1220 NW 7TH ST
3524100,Archived,Grass (Overgrown),Very tall grass,2017-06-29 08:42:00,2017-06-29 14:48:00,6.1,0,29.6937,-82.363275,4313 NW 27TH TERR
3524106,Archived,Grass (Overgrown),Very tall grass.,2017-06-29 08:44:00,2017-06-29 14:45:00,6.016666666666667,0,29.6917055,-82.3644545,2817 NW 41ST PL
3525422,Archived,Trash/Debris (Public Property),"Located in the northbound lane of SW 23rd Terrace.
also asked...
Q. Please estimate the approximate size of the animal 
A. Small
Q. Please select the location of the animal
A. In the Road

Originally reported as #3509915 via Alachua County (https://seeclickfix.com/issues/3509915-dead-animal-pickup).",2017-06-29 14:25:00,2017-06-29 16:33:00,2.1333333333333333,0,29.6270731735637,-82.3573257417724,2701-2799 SW 23RD TERR
3535924,Archived,Other,On the east side of SW 34th St on the graffiti someone painted F%%% TRUMP. Please send someone to paint over it.,2017-07-05 10:10:00,2017-07-05 11:22:00,1.2,0,29.6458405,-82.3725147,700 SW 34TH ST
3539277,Archived,Trash/Debris (Public Property),"The City Commission received the following e-mail message from a citizen:

From: E K Sommer [mailto:eksommer@bellsouth.net] 
Sent: Tuesday, July 04, 2017 2:11 PM
To: citycomm
Cc: markhelms@ufl.edu
Subject: Trash along State Road 24

I would like to bring to the attention of the Gainesville City Commissioners, the trash that often accumulates along the south side of State Road 24 between UF Health Shands and the Malcom Randall VA Hospital.

I gather that this area is sort of a “no-man’s” land with jurisdiction shared (or not shared) between the City, the University of Florida/Shands, and the VA.

I often walk from the parking garage near the corner of Gale Lemerand Dr and State Road 24 to my office in the Shands Facilities Administration Building. I am dismayed at the trash along the walking area—especially the medical related trash such as latex gloves and face masks and sadly copious cigarette butts.

Mostly recently it has been less littered, and I did make mention of the problem to someone at Shands—so perhaps some action was taken.

But what I would hope in the long term is that the entities involved would work together to provide regular clean up this area and a cooperative educational program for visitors, patients, and employees.

Because of the prominence of the UF Health Shands medical facility and the regional status of the VA, we have a lot of people from out of town visiting this area, and I would hope that the city, the hospitals, and the local community would take pride in showing visitors a well-kept public corridor.

Thank you.

Eleanor K. Sommer, M.Sc.
Graduate Programs Advisor & Adjunct Lecturer
Center for Arts in Medicine
University of Florida College of the Arts
PO Box 100141
Gainesville FL 32610
http://artsinmedicine.arts.ufl.edu/arts-in-medicine-programs 
352-594-4564",2017-07-06 10:53:00,2017-07-06 14:08:00,3.25,0,29.6389717,-82.342222,SSIDE OF SR24 BETWEEN UF HEALTH & VA HOSPITAL
3538644,Archived,Right-of-Way Maintenance,There is a small dead dogwood tree located in front of this house. It looks like it could fall at any moment.,2017-07-06 07:10:00,2017-07-06 10:51:00,3.683333333333333,0,29.6560398012479,-82.3726625,526 NW 34TH ST
3555877,Archived,Vehicle (Abandoned/Non-Operational),"Unk if the owner is at said address as vehicle are parked street side, V1-Chevy Gray Impala busted out front windshield. 2 additional V2 and V 3 appear to be non moving parked directly behind this V1",2017-07-12 17:28:00,2017-07-13 10:33:00,17.083333333333332,0,29.6471917,-82.3060939,436 SE 15TH ST
3571216,Archived,Grass (Overgrown),"Commissioner Arreola received the following e-mail from Deb Lancaster on 7/19, 7am:

Good morning.  I called yesterday afternoon and spoke with a customer service rep who advised she would transfer me to your extension.  Instead, I was sent to the voice mailbox of Adrian Santos-Hayes.  I left a message, requesting that he transfer my message to you.  In case that does not occur, I am emailing my request to you.

I reside at 4201 NW 14th PL.  I am a 64 year old widow who somehow manages to keep her yard in decent shape, which activities include mowing.  So, how it is that the City of Gainesville, with its vast resources cannot mow the grass circle on our street?  I have lived there for 41 years and the circle has been mowed regularly (every month or so) each summer.  I'm not normally a complainer, but the height of the grass/weeks is absurd.  I am 5 ft 6 and the weeds come up to my shoulder in some spots.  Of course when I checked that out, I had to wear hard, enclosed shoes, for fear of snakebite. And who knows what other wildlife is lurking amongst the overgrowth? The neighborhood kids, who sometimes use that circle for touch football or other activities, are unable to use it due to the jungle-like conditions.  If the City waits much longer, it's going to need a bush-hog.  By the way, I have observed the mowing many times in the past.  It typically takes no longer than 15-20 minutes to accomplish.  Of course, in its current state, it may now take much longer to mow.

Kindly forward my request to the appropriate department.  FYI, I have made two telephone calls to Public Works in the last few weeks, and have been told ""it's on schedule"" to be mowed.

Thank you for your consideration and assistance.

Deb Lancaster",2017-07-19 07:07:00,2017-07-19 11:40:00,4.55,0,29.6654024,-82.3880516,4201 NW 14TH PL
3574822,Archived,Vehicle (Abandoned/Non-Operational),There is a disabled vehicle in the yard.  The tires have been removed. The car has not moved in several weeks. The yard is full of debris from fallen tree limbs.  The yard is an eyesore.,2017-07-20 11:20:00,2017-07-20 12:53:00,1.55,0,29.6822592,-82.3361242,1116 NW 32ND AVE
3587581,Archived,Maintenance Ditch/Drainage/Flooding,"The 13th Street Checkers has a large dip in the road that collects water and oil. Water stays there for days after it rains and it gets the underside of cars wet, which can lead to rust and other problems.",2017-07-25 20:15:00,2017-07-27 15:03:00,42.8,0,29.678591323757,-82.3398091231054,2826 NW 13TH ST
3598141,Archived,Sidewalk Repair,,2017-07-30 20:31:00,2017-08-01 13:01:00,40.5,0,29.6581287384033,-82.3219833374023,330-398 NE 7TH AVE
3601247,Archived,Mosquito Control,Hillcrest Subdivision's retention ponds are not being aerated and are cesspools.They are large areas of stagnate water filled with larvae.  I have never experienced this amount of mosquitoes and gnats until this problem. I live at 5106 NW 8th Ave.,2017-07-31 19:39:00,2017-08-01 15:43:00,20.066666666666666,0,29.6606227379803,-82.3967068229383,874 NW 50 DR
3612060,Archived,Trash/Debris (Private Property),This property has had trash and debris scattered across the entire front yard for over three months. It is an eyesore for the neighborhood and needs to be addressed and cleaned up.,2017-08-04 14:43:00,2017-08-05 10:35:00,19.866666666666667,0,29.6713720937763,-82.3031388867338,2016 NE 17TH TERR
3614496,Archived,Parking in Yard (Other Than Driveway),This house has way too many cars and they park all over the yard.  This is also an over-occupancy issue.,2017-08-06 11:31:00,2017-08-09 11:17:00,71.76666666666667,0,29.6541642,-82.3517249,2105 NW 3RD PL
3612601,Archived,Maintenance Ditch/Drainage/Flooding,,2017-08-04 18:06:00,2017-08-07 13:23:00,67.28333333333333,0,29.6566619873047,-82.3267135620117,528 NW 2ND ST
3612910,Archived,Trash/Debris (Public Property),Abandoned shopping cart.,2017-08-04 21:39:00,2017-08-07 07:54:00,58.25,0,29.6575578676416,-82.3338618286193,830 NW 7TH AVE
3615949,Archived,Vehicle (Abandoned/Non-Operational),NO TAG DISPLAYED,2017-08-07 09:43:00,2017-08-10 12:42:00,74.98333333333333,1,29.6724333,-82.352093,2200 NW 21ST AVE
3617595,Archived,Grass (Overgrown),"This lot is very overgrown, having snakes coming into my yard from area. There is also a drainage area which is filled with tree limbs and debris, and is now flooding when it rains.",2017-08-07 15:37:00,2017-08-09 11:03:00,43.43333333333333,0,29.682333792456,-82.3451011214918,3300-3320 NW 17TH ST
3618196,Archived,Streetlight/Lamp,pole 45770 is out,2017-08-07 19:07:00,2017-08-10 13:13:00,66.1,0,29.7288070861321,-82.3933379684156,NW 82ND BLVD
3637320,Archived,Parking in Yard (Other Than Driveway),Two scooters parked in front yard.,2017-08-15 16:09:00,2017-08-16 10:26:00,18.283333333333335,0,29.6578183,-82.3430003,1536 NW 7TH AVE
3641791,Archived,Grass (Overgrown),"open lot, grass is high, obstructing view when at stop sign",2017-08-17 10:43:00,2017-08-17 13:14:00,2.5166666666666666,0,29.7118166522911,-82.3609728152998,2584-2634 NW 62ND AVE
3645808,Archived,Road Repair,This is where road maintenance was left unfinished. It has left a huge hole washed out by the rain. If someone on a bike or moped hits this they are done for.,2017-08-18 19:54:00,2017-08-21 16:51:00,68.95,0,29.6539553210031,-82.3279203857419,293-299 NW 3 ST
3648673,Archived,Sidewalk Repair,Slippery sidewalk due to discharge of soapy/oil discharge from front yard along 4th Ave. It is constantly present and has been ongoing for at least three months. Discharge also makes it way into the roadway gutter and stormwater system.,2017-08-21 08:58:00,2017-08-21 18:31:00,9.55,0,29.6543857,-82.318818,547 NE 4TH AVE
3651874,Archived,Road Repair,"There's a large pothole on the southbound lane of the unnamed road next to Prioria Robotics. It appears to have been previously filled in with dirt, but with all the rain we've had, and the increased traffic from 7th being closed, it's gotten quite large again.",2017-08-22 11:07:00,2017-08-22 14:42:00,3.5833333333333335,0,29.645517087877,-82.3198172782129,WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL
3654539,Archived,General Code Issue,"Homeowner refuses to maintain property in accordance to HOA covenants.  Large limbs, non -maintained yard, trash, vermin noticeable.  Backyard is harboring pests/vermin leading to infiltration to other neighbors properties",2017-08-23 09:41:00,2017-08-28 09:41:00,120.0,1,29.679664,-82.362757,2711 NW 29TH PL
3658456,Archived,Grass (Overgrown),,2017-08-24 13:48:00,2017-08-28 09:36:00,91.8,1,29.6609638,-82.3162369,740 NE 10TH AVE
3667552,Archived,Sidewalk Repair,,2017-08-28 20:51:00,2017-09-26 11:51:00,687.0,1,29.6605510712536,-82.3209152221679,900-998 NE 4TH TERR
3674195,Archived,Grass (Overgrown),Grass is over 6ft tall,2017-08-31 10:49:00,2017-08-31 10:54:00,0.08333333333333333,0,29.6790374,-82.3058092,NE 15TH ST AND 39TH AVE
3673685,Archived,General Code Issue,,2017-08-31 08:36:00,2017-08-31 10:25:00,1.8166666666666667,0,29.6578680012502,-82.3532751,709 NW 22ND ST
3696484,Archived,Emergency - Flooding,,2017-09-11 12:31:00,2017-09-11 15:01:00,2.5,0,29.6575675000227,-82.4036515922484,530-550 NW 57 ST
3697233,Archived,Emergency - Tree or Brush Debris,tree across street,2017-09-11 15:02:00,2017-09-13 16:31:00,49.483333333333334,0,29.6404334,-82.2944776,2300 SE 11 AVE
3698668,Archived,Emergency - Traffic,Signal out,2017-09-12 00:41:00,2017-09-14 08:38:00,55.95,0,29.6594014102063,-82.353592995233,2199 NW 8TH AVE
3699091,Archived,Emergency - Tree or Brush Debris,tree on power line,2017-09-12 09:07:00,2017-09-18 12:41:00,147.56666666666666,1,29.6555644,-82.3154406,825-837 NE 5TH AVE
3700838,Archived,Streetlight/Lamp,cover of light blew off in the storm,2017-09-12 14:32:00,2017-10-06 16:11:00,577.65,1,29.692113,-82.392044,4531 NW NW 45 CT
3704789,Archived,Tree/Limbs (Public Property),very large tree with huge root system down with huge hole in the ground open,2017-09-13 18:08:00,2017-09-18 16:11:00,118.05,1,29.6602164,-82.3819131,472 NW 39 ST
3711027,Archived,Trash/Debris (Public Property),East of the Federal Courthouses heading down toward Sweetwater Creek.  Appears to be someone camping,2017-09-16 11:34:00,2018-04-05 07:13:00,4819.65,1,29.6506195068359,-82.3206939697266,413 SE 2ND AVE
3710791,Archived,Streetlight/Lamp,Also adjacent streetlight in separate report,2017-09-16 08:23:00,2017-10-12 07:44:00,623.35,1,29.6612720489502,-82.3337173461914,824 NW 10TH AVE
3720219,Archived,Streetlight/Lamp,Electrical support line hanging low. streetlight has to be reinstalled.,2017-09-20 13:12:00,2017-09-29 09:58:00,212.76666666666668,1,29.6605451,-82.3154484,815 NE 10TH AVE
3724156,Archived,Streetlight/Lamp,,2017-09-22 07:33:00,2017-10-06 16:22:00,344.81666666666666,1,29.6527025,-82.3324192,17-101 NW 7 TERR
3723750,Archived,Street Sign,,2017-09-21 19:44:00,2017-09-22 13:58:00,18.233333333333334,0,29.6529562586806,-82.3550903841545,2218 NW 1ST AVE
4358700,Archived,Other,,2018-04-20 17:05:00,2018-04-23 09:03:00,63.96666666666667,0,29.6907979,-82.3359827,4111-4117 NW 11TH ST
3741499,Archived,Building (Abandoned/Damaged),this property is in abandoned house that has been empty for years. There were no trespassing signs posted on the house but they have since been removed. There is now a transient living on the front porch. This house has been a issue for years and the city has failed to do anything about it.,2017-09-30 13:58:00,2017-10-03 08:43:00,66.75,0,29.657769,-82.328988,409 NW 7TH AVE
3775532,Archived,Parking in Yard (Other Than Driveway),Car parked on front lawn.,2017-10-12 14:29:00,2017-10-18 11:04:00,140.58333333333334,1,29.6578183,-82.3430003,1536 NW 7TH AVE
3798902,Archived,Trash/Debris (Public Property),On the bank of Sweetwater Park east of the Federal Building  and North of SE 2nd Ave.,2017-10-19 19:28:00,2017-10-23 17:09:00,93.68333333333334,1,29.6488933563232,-82.3174133300781,309 SE 7TH ST
